Binomial.name;NCBI_ID;Motility;Gram.staining;Aerophilicity;Extreme.environment.tolerance;Biofilm.formation;Animal.pathogenicity;Biosafety.level;Health.association;Host.association;Plant.pathogenicity;Spore.formation;Hemolysis;Cell.shape;Member.of.WA.subset;Superkingdom;Phylum;Class;Order;Family;Genus;Species;FTP.path;Fasta.file;Gff.file;Gene_file;Gene_location
Microbacterium flavescens;69366;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium flavescens;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/588/945/GCA_018588945.1_ASM1858894v1;GCA_018588945.1_ASM1858894v1_genomic.fasta;GCA_018588945.1_ASM1858894v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_018588945.1_ASM1858894v1_genomic.txt
Microbacterium luteolum;69367;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium luteolum;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/751/685/GCF_028751685.1_ASM2875168v1;GCF_028751685.1_ASM2875168v1_genomic.fasta;GCF_028751685.1_ASM2875168v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_028751685.1_ASM2875168v1_genomic.txt
Microbacterium saperdae;69368;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium saperdae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/345/GCF_006716345.1_ASM671634v1;GCF_006716345.1_ASM671634v1_genomic.fasta;GCF_006716345.1_ASM671634v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_006716345.1_ASM671634v1_genomic.txt
Microbacterium trichothecenolyticum;69370;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium trichothecenolyticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/465/GCA_000956465.1_ASM95646v1;GCA_000956465.1_ASM95646v1_genomic.fasta;GCA_000956465.1_ASM95646v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000956465.1_ASM95646v1_genomic.txt
Moritella yayanosii;69539;TRUE;gram stain negative;aerobic;NA;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;Moritella yayanosii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/055/GCA_900465055.1_MORIYA_PRJEB24680v2;GCA_900465055.1_MORIYA_PRJEB24680v2_genomic.fasta;GCA_900465055.1_MORIYA_PRJEB24680v2_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900465055.1_MORIYA_PRJEB24680v2_genomic.txt
Macrococcus caseolyticus;69966;FALSE;gram stain positive;aerobic;FALSE;TRUE;FALSE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcoides;Macrococcoides caseolyticum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/028/795/GCA_016028795.1_ASM1602879v1;GCA_016028795.1_ASM1602879v1_genomic.fasta;GCA_016028795.1_ASM1602879v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_016028795.1_ASM1602879v1_genomic.txt
Mesorhizobium plurifarium;69974;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium plurifarium;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/824/745/GCA_000824745.1_ORS3356-Illumina;GCA_000824745.1_ORS3356-Illumina_genomic.fasta;GCA_000824745.1_ORS3356-Illumina_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000824745.1_ORS3356-Illumina_genomic.txt
Amycolatopsis roodepoortensis;700274;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis roodepoortensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/628/825/GCF_024628825.1_ASM2462882v1;GCF_024628825.1_ASM2462882v1_genomic.fasta;GCF_024628825.1_ASM2462882v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_024628825.1_ASM2462882v1_genomic.txt
Mycobacterium marseillense;701042;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium marseillense;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/715/GCF_002285715.1_ASM228571v1;GCF_002285715.1_ASM228571v1_genomic.fasta;GCF_002285715.1_ASM228571v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002285715.1_ASM228571v1_genomic.txt
Mycobacterium timonense;701043;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium timonense;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/985/GCF_025821985.1_ASM2582198v1;GCF_025821985.1_ASM2582198v1_genomic.fasta;GCF_025821985.1_ASM2582198v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_025821985.1_ASM2582198v1_genomic.txt
Staphylococcus condimenti;70255;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;coccus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus condimenti;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/405/GCF_001922405.1_ASM192240v1;GCF_001922405.1_ASM192240v1_genomic.fasta;GCF_001922405.1_ASM192240v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001922405.1_ASM192240v1_genomic.txt
Staphylococcus piscifermentans;70258;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;coccus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus piscifermentans;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/985/GCA_900186985.1_50377_C01;GCA_900186985.1_50377_C01_genomic.fasta;GCA_900186985.1_50377_C01_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900186985.1_50377_C01_genomic.txt
Actinomadura darangshiensis;705336;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura darangshiensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/349/235/GCF_004349235.1_ASM434923v1;GCF_004349235.1_ASM434923v1_genomic.fasta;GCF_004349235.1_ASM434923v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004349235.1_ASM434923v1_genomic.txt
Pseudomonas plecoglossicida;70775;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas plecoglossicida;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/391/255/GCF_003391255.1_ASM339125v1;GCF_003391255.1_ASM339125v1_genomic.fasta;GCF_003391255.1_ASM339125v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_003391255.1_ASM339125v1_genomic.txt
Bradyrhizobium nitroreducens;709803;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium nitroreducens;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/695/GCF_002776695.1_ASM277669v1;GCF_002776695.1_ASM277669v1_genomic.fasta;GCF_002776695.1_ASM277669v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002776695.1_ASM277669v1_genomic.txt
Nonomuraea endophytica;714136;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea endophytica;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/203/235/GCA_014203235.1_ASM1420323v1;GCA_014203235.1_ASM1420323v1_genomic.fasta;GCA_014203235.1_ASM1420323v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_014203235.1_ASM1420323v1_genomic.txt
Mesorhizobium amorphae;71433;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium amorphae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/745/GCA_900119745.1_ASM90011974v1;GCA_900119745.1_ASM90011974v1_genomic.fasta;GCA_900119745.1_ASM90011974v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900119745.1_ASM90011974v1_genomic.txt
Enterococcus raffinosus;71452;FALSE;gram stain positive;aerobic;TRUE;NA;NA;biosafety level 1;NA;TRUE;NA;FALSE;beta;coccus;TRUE;Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus raffinosus;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/485/GCA_019175485.1_ASM1917548v1;GCA_019175485.1_ASM1917548v1_genomic.fasta;GCA_019175485.1_ASM1917548v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_019175485.1_ASM1917548v1_genomic.txt
Hoeflea halophila;714899;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea halophila;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/220/985/GCA_900220985.1_IMG-taxon_2740891889_annotated_assembly;GCA_900220985.1_IMG-taxon_2740891889_annotated_assembly_genomic.fasta;GCA_900220985.1_IMG-taxon_2740891889_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900220985.1_IMG-taxon_2740891889_annotated_assembly_genomic.txt
Alteromonas naphthalenivorans;715451;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas naphthalenivorans;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/655/GCA_000213655.1_ASM21365v1;GCA_000213655.1_ASM21365v1_genomic.fasta;GCA_000213655.1_ASM21365v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000213655.1_ASM21365v1_genomic.txt
Kocuria rhizophila;72000;FALSE;gram stain positive;aerobic;FALSE;FALSE;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria rhizophila;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/028/385/GCF_040028385.1_K_rhizo_1;GCF_040028385.1_K_rhizo_1_genomic.fasta;GCF_040028385.1_K_rhizo_1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_040028385.1_K_rhizo_1_genomic.txt
Bradyrhizobium lablabi;722472;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium lablabi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/345/GCA_900142345.1_IMG-taxon_2698536699_annotated_assembly;GCA_900142345.1_IMG-taxon_2698536699_annotated_assembly_genomic.fasta;GCA_900142345.1_IMG-taxon_2698536699_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900142345.1_IMG-taxon_2698536699_annotated_assembly_genomic.txt
Mycobacterium shigaense;722731;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium shigaense;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/315/GCF_002356315.1_ASM235631v1;GCF_002356315.1_ASM235631v1_genomic.fasta;GCF_002356315.1_ASM235631v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002356315.1_ASM235631v1_genomic.txt
Bacillus vallismortis;72361;TRUE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;TRUE;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus vallismortis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/667/885/GCF_003667885.1_ASM366788v1;GCF_003667885.1_ASM366788v1_genomic.fasta;GCF_003667885.1_ASM366788v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_003667885.1_ASM366788v1_genomic.txt
Achromobacter piechaudii;72556;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/515/GCF_001262515.1_GCS2v1;GCF_001262515.1_GCS2v1_genomic.fasta;GCF_001262515.1_GCS2v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001262515.1_GCS2v1_genomic.txt
Achromobacter ruhlandii;72557;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/135/GCF_002082135.1_ASM208213v1;GCF_002082135.1_ASM208213v1_genomic.fasta;GCF_002082135.1_ASM208213v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002082135.1_ASM208213v1_genomic.txt
Pseudarthrobacter equi;728066;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter equi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/535/GCA_900105535.1_IMG-taxon_2634166282_annotated_assembly;GCA_900105535.1_IMG-taxon_2634166282_annotated_assembly_genomic.fasta;GCA_900105535.1_IMG-taxon_2634166282_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900105535.1_IMG-taxon_2634166282_annotated_assembly_genomic.txt
Chryseobacterium oncorhynchi;741074;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium oncorhynchi;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/899/895/GCF_002899895.1_ASM289989v2;GCF_002899895.1_ASM289989v2_genomic.fasta;GCF_002899895.1_ASM289989v2_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002899895.1_ASM289989v2_genomic.txt
Xanthomonas dyei;743699;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas;Xanthomonas dyei;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/698/475/GCA_032698475.1_ASM3269847v1;GCA_032698475.1_ASM3269847v1_genomic.fasta;GCA_032698475.1_ASM3269847v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_032698475.1_ASM3269847v1_genomic.txt
Micromonospora humi;745366;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora humi;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/105/GCA_900090105.1_IMG-taxon_2622736513_annotated_assembly;GCA_900090105.1_IMG-taxon_2622736513_annotated_assembly_genomic.fasta;GCA_900090105.1_IMG-taxon_2622736513_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900090105.1_IMG-taxon_2622736513_annotated_assembly_genomic.txt
Staphylococcus coagulans;74706;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus coagulans;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/557/135/GCA_022557135.1_ASM2255713v1;GCA_022557135.1_ASM2255713v1_genomic.fasta;GCA_022557135.1_ASM2255713v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022557135.1_ASM2255713v1_genomic.txt
Pseudomonas libanensis;75588;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas libanensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/035/GCA_900101035.1_IMG-taxon_2636416169_annotated_assembly;GCA_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic.fasta;GCA_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic.txt
Castellaniella defragrans;75697;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;Castellaniella defragrans;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/203/015/GCA_014203015.1_ASM1420301v1;GCA_014203015.1_ASM1420301v1_genomic.fasta;GCA_014203015.1_ASM1420301v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_014203015.1_ASM1420301v1_genomic.txt
Rodentibacter pneumotropicus;758;FALSE;gram stain negative;aerobic;FALSE;TRUE;TRUE;biosafety level 2;NA;FALSE;FALSE;NA;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter;Rodentibacter pneumotropicus;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/805/GCA_900637805.1_52592_E01;GCA_900637805.1_52592_E01_genomic.fasta;GCA_900637805.1_52592_E01_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900637805.1_52592_E01_genomic.txt
Nocardiopsis flavescens;758803;FALSE;gram stain positive;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis flavescens;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/364/295/GCA_013364295.1_ASM1336429v1;GCA_013364295.1_ASM1336429v1_genomic.fasta;GCA_013364295.1_ASM1336429v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_013364295.1_ASM1336429v1_genomic.txt
Mycolicibacterium tusciae;75922;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium tusciae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/795/GCF_002086795.1_ASM208679v1;GCF_002086795.1_ASM208679v1_genomic.fasta;GCF_002086795.1_ASM208679v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002086795.1_ASM208679v1_genomic.txt
Mycobacterium europaeum;761804;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium europaeum;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/515/GCF_001373515.1_PRJEB8464_assembly_1;GCF_001373515.1_PRJEB8464_assembly_1_genomic.fasta;GCF_001373515.1_PRJEB8464_assembly_1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001373515.1_PRJEB8464_assembly_1_genomic.txt
Cytobacillus eiseniae;762947;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus eiseniae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/874/625/GCA_017874625.1_ASM1787462v1;GCA_017874625.1_ASM1787462v1_genomic.fasta;GCA_017874625.1_ASM1787462v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017874625.1_ASM1787462v1_genomic.txt
Sinorhizobium kostiense;76747;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium kostiense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/874/595/GCA_017874595.1_ASM1787459v1;GCA_017874595.1_ASM1787459v1_genomic.fasta;GCA_017874595.1_ASM1787459v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017874595.1_ASM1787459v1_genomic.txt
Pseudomonas monteilii;76759;TRUE;gram stain negative;aerobic;FALSE;FALSE;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas monteilii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/671/975/GCF_003671975.1_ASM367197v1;GCF_003671975.1_ASM367197v1_genomic.fasta;GCF_003671975.1_ASM367197v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_003671975.1_ASM367197v1_genomic.txt
Pseudomonas rhodesiae;76760;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas rhodesiae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/285/305/GCA_013285305.1_ASM1328530v1;GCA_013285305.1_ASM1328530v1_genomic.fasta;GCA_013285305.1_ASM1328530v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_013285305.1_ASM1328530v1_genomic.txt
Pseudomonas veronii;76761;TRUE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas veronii;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/325/GCF_002028325.1_ASM202832v1;GCF_002028325.1_ASM202832v1_genomic.fasta;GCF_002028325.1_ASM202832v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002028325.1_ASM202832v1_genomic.txt
Mycobacterium paraense;767916;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium paraense;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/815/GCF_002101815.1_ASM210181v1;GCF_002101815.1_ASM210181v1_genomic.fasta;GCF_002101815.1_ASM210181v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002101815.1_ASM210181v1_genomic.txt
